prism:publicationDate	tb:type.matrix	tb:nchar.matrix	tb:ntax.matrix	tb:ntax.tree	tb:quality.tree	tb:type.tree	tb:kind.tree
2003	DNA	4857	82				
2003				82	Unrated	Single	Species Tree
2003				82	Unrated	Single	Species Tree
2003				82	Unrated	Single	Species Tree
2003				82	Unrated	Single	Species Tree
2010	DNA	10000	213				
2010	DNA	13000	128				
2010	DNA	13000	128				
2010	DNA	10000	213				
2010	DNA	3406	213				
2010	DNA	13000	128				
2010	DNA	10000	213				
2010	DNA	10000	213				
2010	DNA	2845	128				
2010	DNA	10000	213				
2010				213	Unrated	Single	Species Tree
2010				128	Unrated	Single	Species Tree
2010				207	Unrated	Single	Species Tree
2009	DNA	1878	92				
2009	DNA	1293	31				
2009				92	Unrated	Consensus	Species Tree
2009				31	Unrated	Consensus	Species Tree
2011	DNA	1384	29				
2011				29	Unrated	Single	Species Tree
2011				29	Unrated	Single	Species Tree
2011				29	Unrated	Consensus	Species Tree
2010	DNA	2152	51				
2010				51	Unrated	Consensus	Species Tree
2010	DNA	10648	21				
2010				21	Unrated	Consensus	Species Tree
2010				18	Unrated	Single	Species Tree
2010				19	Unrated	Single	Species Tree
2010				18	Unrated	Single	Species Tree
2010				16	Unrated	Consensus	Species Tree
2010				19	Unrated	Single	Species Tree
2010				21	Unrated	Single	Species Tree
2010				21	Unrated	Consensus	Species Tree
2010				18	Unrated	Single	Species Tree
2010				16	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010				19	Unrated	Single	Species Tree
2010				18	Unrated	Consensus	Species Tree
2010				21	Unrated	Single	Species Tree
2010				21	Unrated	Single	Species Tree
2010				21	Unrated	Single	Species Tree
2010				18	Unrated	Single	Species Tree
2010	DNA	1305	16				
2010	DNA	1690	10				
2010	DNA	1128	25				
2010				16	Unrated	Consensus	Species Tree
2010				25	Unrated	Consensus	Species Tree
2010				10	Unrated	Consensus	Species Tree
2010	DNA	825	66				
2010				66	Unrated	Single	Species Tree
2010	DNA	657	67				
2010	DNA	552	67				
2010				67	Unrated	Consensus	Species Tree
2010				67	Unrated	Consensus	Species Tree
2010				67	Unrated	Consensus	Species Tree
2010				67	Unrated	Consensus	Species Tree
2010				67	Unrated	Consensus	Species Tree
2010				67	Unrated	Consensus	Species Tree
2010	DNA	658	20				
2010	DNA	1320	20				
2010	DNA	1345	20				
2010	DNA	1369	20				
2010				20	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010	DNA	417	75				
2010	DNA	417	72				
2010	DNA	1451	54				
2010				75	Unrated	Consensus	Species Tree
2010				54	Unrated	Consensus	Species Tree
2010				72	Unrated	Consensus	Species Tree
2004	Standard	2367	38				
2004				38	Unrated	Consensus	Species Tree
2004				38	Unrated	Single	Species Tree
2004				38	Unrated	Consensus	Species Tree
2010	DNA	2994	34				
2010	DNA	1143	99				
2010	DNA	585	34				
2010	DNA	1266	34				
2010				99	Unrated	Consensus	Species Tree
2010				34	Unrated	Consensus	Species Tree
2010				34	Unrated	Consensus	Species Tree
2010				34	Unrated	Consensus	Species Tree
2010	Protein	1152	184				
2010	Protein	1355	368				
2010				184	Unrated	Single	Species Tree
2010				368	Unrated	Single	Species Tree
2010	DNA	911	45				
2010	DNA	779	78				
2010	DNA	1963	54				
2010				54	Unrated	Single	Species Tree
2010				78	Unrated	Single	Species Tree
2010				45	Unrated	Single	Species Tree
2009	DNA	773	316				
2009				316	Unrated	Single	Species Tree
2009	DNA	906	93				
2009	DNA	837	179				
2009				93	Unrated	Single	Species Tree
2009				179	Unrated	Single	Species Tree
2010	DNA	3932	32				
2010	Standard	37	29				
2010	Standard	37	32				
2010	DNA	3932	29				
2010				29	Unrated	Consensus	Species Tree
2010				32	Unrated	Consensus	Species Tree
2009	DNA	764	108				
2009				108	Unrated	Consensus	Species Tree
2010	DNA	657	376				
2010				376	Unrated	Consensus	Species Tree
2010	Standard	1	94				
2010	DNA	910	88				
2010				88	Unrated	Consensus	Species Tree
2010				94	Unrated	Single	Species Tree
2009	DNA	607	12				
2009				12	Unrated	Consensus	Species Tree
2004	DNA	1140	60				
2004	DNA	638	60				
2004	DNA	502	60				
2004				60	Unrated	Consensus	Species Tree
2004				60	Unrated	Consensus	Species Tree
2004				60	Unrated	Consensus	Species Tree
2010	DNA	1142	48				
2010	DNA	520	37				
2010	DNA	622	44				
2010				44	Unrated	Consensus	Species Tree
2010				37	Unrated	Consensus	Species Tree
2010				48	Unrated	Consensus	Species Tree
2010	DNA	1251	35				
2010	DNA	2481	35				
2010	DNA	1762	35				
2010				35	Unrated	Consensus	Species Tree
2010				35	Unrated	Consensus	Species Tree
2010				35	Unrated	Consensus	Species Tree
2010				28	Unrated	Consensus	Species Tree
2010	DNA	594	18				
2010	DNA	1857	59				
2010				18	Unrated	Single	Species Tree
2010				59	Unrated	Single	Species Tree
2010	DNA	4725	34				
2010				34	Unrated	Consensus	Species Tree
2010	Standard	2	27				
2010	DNA	7324	27				
2010	DNA	6866	27				
2010				24	Unrated	Consensus	Species Tree
2010	DNA	6095	191				
2010	DNA	1422	40				
2010	DNA	9137	194				
2010				191	Unrated	Single	Species Tree
2010				191	Unrated	Single	Species Tree
2010				40	Unrated	Single	Species Tree
2009	Standard	4087	114				
2009				114	Unrated	Single	Species Tree
2009	DNA	4055	227				
2009				227	Unrated	Consensus	Species Tree
2010	DNA	597	93				
2010				93	Unrated	Consensus	Species Tree
2010	DNA	5919	43				
2010				43	Unrated	Single	Species Tree
2003	Standard	32	551				
2003	Standard	551	32				
2003				32	Unrated	Consensus	Species Tree
2003				536	Unrated	Single	Species Tree
2009	DNA	15398	91				
2009	DNA	13402	91				
2009	DNA	13535	91				
2009				91	Unrated	Consensus	Species Tree
2010	Standard	1226	17				
2010	Standard	816	62				
2010				17	Unrated	Single	Species Tree
2010				62	Unrated	Single	Species Tree
2010	Standard	1917	130				
2010				130	Unrated	Consensus	Species Tree
2010				130	Unrated	Single	Species Tree
2010				130	Unrated	Single	Species Tree
2010	DNA	624	9				
2010	DNA	826	76				
2010				76	Unrated	Single	Species Tree
2010				9	Unrated	Single	Species Tree
2010	DNA	3922	72				
2010				72	Unrated	Consensus	Species Tree
2002	DNA	1185	44				
2002	DNA	1825	8				
2002				44	Unrated	Single	Species Tree
2002				8	Unrated	Single	Species Tree
2002	DNA	507	32				
2002	DNA	1865	82				
2002				82	Unrated	Consensus	Species Tree
2002				32	Unrated	Consensus	Species Tree
2003	DNA	781	51				
2003	DNA	800	57				
2003				57	Unrated	Consensus	Species Tree
2003				51	Unrated	Consensus	Species Tree
2003	DNA	1567	40				
2003	DNA	667	66				
2003	DNA	900	36				
2003	DNA	1567	52				
2003				40	Unrated	Single	Species Tree
2003				52	Unrated	Single	Species Tree
2003				36	Unrated	Single	Species Tree
2003				66	Unrated	Single	Species Tree
2004	DNA	346	36				
2004	DNA	418	36				
2004	DNA	473	36				
2004	DNA	367	35				
2004				36	Unrated	Single	Species Tree
2004				36	Unrated	Single	Species Tree
2004				35	Unrated	Single	Species Tree
2004				36	Unrated	Single	Species Tree
2003	Protein	431	22				
2003	Protein	251	15				
2003	Protein	319	15				
2003	Protein	251	11				
2003	Protein	251	17				
2003	Protein	269	13				
2003	Protein	513	22				
2003	Protein	547	37				
2003	Protein	269	17				
2003	Protein	269	13				
2003	Protein	269	27				
2003	Protein	479	23				
2003	Protein	251	14				
2003				23	Unrated	Single	Species Tree
2003				11	Unrated	Single	Species Tree
2003				37	Unrated	Single	Species Tree
2003				17	Unrated	Single	Species Tree
2003				13	Unrated	Single	Species Tree
2003				27	Unrated	Single	Species Tree
2003				22	Unrated	Single	Species Tree
2003				16	Unrated	Single	Species Tree
2003				22	Unrated	Single	Species Tree
2003				13	Unrated	Single	Species Tree
2003				15	Unrated	Single	Species Tree
2003				15	Unrated	Single	Species Tree
2003				14	Unrated	Single	Species Tree
1990	Standard	29	9				
1990	Standard	32	9				
1990				9	Unrated	Single	Species Tree
1990				9	Unrated	Single	Species Tree
1990				9	Unrated	Single	Species Tree
1990				9	Unrated	Single	Species Tree
2010	DNA	4770	56				
2010	DNA	3159	81				
2010	DNA	1427	45				
2010	DNA	917	38				
2010	DNA	1801	47				
2010				47	Unrated	Single	Species Tree
2010				56	Unrated	Consensus	Species Tree
2010				38	Unrated	Single	Species Tree
2010				45	Unrated	Single	Species Tree
2010				81	Unrated	Consensus	Species Tree
2010	DNA	1412	44				
2010	DNA	702	60				
2010	DNA	2050	60				
2010	DNA	710	55				
2010				44	Unrated	Consensus	Species Tree
2010				55	Unrated	Consensus	Species Tree
2010				60	Unrated	Consensus	Species Tree
2010				60	Unrated	Consensus	Species Tree
2009	DNA	6552	46				
2009	DNA	10739	46				
2009				46	Unrated	Single	Species Tree
2009				46	Unrated	Consensus	Species Tree
2009				46	Unrated	Single	Species Tree
2010	DNA	1121	72				
2010				72	Unrated	Single	Species Tree
2010	Standard	2440	36				
2010	Standard	54	36				
2010	Standard	2440	36				
2010	Standard	2074	36				
2010	Standard	2074	36				
2010				29	Unrated	Consensus	Species Tree
2010				36	Unrated	Consensus	Species Tree
2010				36	Unrated	Consensus	Species Tree
2010				36	Unrated	Consensus	Species Tree
2010				33	Unrated	Consensus	Species Tree
2006	DNA	621	44				
2006	DNA	550	14				
2006				14	Unrated	Single	Species Tree
2006				44	Unrated	Single	Species Tree
2006	DNA	2690	25				
2006				16	Unrated	Consensus	Species Tree
2006	DNA	4835	32				
2006				32	Unrated	Consensus	Species Tree
2007	Standard	5470	39				
2007				38	Unrated	Consensus	Species Tree
2007				28	Unrated	Consensus	Species Tree
2007				28	Unrated	Single	Species Tree
2007				34	Unrated	Single	Species Tree
2007				32	Unrated	Consensus	Species Tree
2007				34	Unrated	Consensus	Species Tree
2007				30	Unrated	Single	Species Tree
2007				34	Unrated	Consensus	Species Tree
2007				32	Unrated	Single	Species Tree
2007				30	Unrated	Consensus	Species Tree
2007				30	Unrated	Single	Species Tree
2007				30	Unrated	Consensus	Species Tree
2007				38	Unrated	Consensus	Species Tree
2007	DNA	549	83				
2007	DNA	514	83				
2007	DNA	830	83				
2007				83	Unrated	Consensus	Species Tree
2003	DNA	676	68				
2003				68	Unrated	Single	Species Tree
2007	DNA	1601	56				
2007				56	Unrated	Consensus	Species Tree
2007	DNA	2565	258				
2007				246	Unrated	Consensus	Species Tree
2008	DNA	609	127				
2008	DNA	2469	110				
2008				110	Unrated	Single	Species Tree
2008				127	Unrated	Single	Species Tree
2008	Standard	4397	197				
2008				197	Unrated	Consensus	Species Tree
2009	DNA	1346	58				
2009	DNA	809	42				
2009				42	Unrated	Single	Species Tree
2009				58	Unrated	Single	Species Tree
2010	DNA	1611	33				
2010				33	Unrated	Single	Species Tree
2010	Protein	442	559				
2010	Protein	486	274				
2010				285	Unrated	Single	Species Tree
2010				274	Unrated	Single	Species Tree
2010				274	Unrated	Single	Species Tree
2010				274	Unrated	Single	Species Tree
2010				274	Unrated	Single	Species Tree
2010	DNA	529	14				
2010	DNA	342	22				
2010				14	Unrated	Single	Species Tree
2010				22	Unrated	Single	Species Tree
2010	DNA	925	26				
2010	Standard	981	26				
2010	Standard	56	23				
2010				23	Unrated	Consensus	Species Tree
2010				26	Unrated	Consensus	Species Tree
2010				26	Unrated	Single	Species Tree
2010				26	Unrated	Consensus	Species Tree
2010				26	Unrated	Consensus	Species Tree
2010				26	Unrated	Consensus	Species Tree
2003	DNA	1812	36				
2003				36	Unrated	Single	Species Tree
2010	DNA	1918	21				
2010				21	Unrated	Single	Species Tree
2010	DNA	1955	41				
2010				41	Unrated	Consensus	Species Tree
2010	DNA	2035	74				
2010				74	Unrated	Consensus	Species Tree
2009	DNA	1141	26				
2009				26	Unrated	Single	Species Tree
2010	DNA	339	18				
2010	DNA	3855	18				
2010				18	Unrated	Single	Species Tree
2010				18	Unrated	Consensus	Species Tree
2010	DNA	477	29				
2010	DNA	577	58				
2010	DNA	2184	59				
2010	DNA	635	59				
2010				59	Unrated	Consensus	Species Tree
2010				29	Unrated	Consensus	Species Tree
2010				58	Unrated	Consensus	Species Tree
2010				59	Unrated	Consensus	Species Tree
2010	DNA	5181	92				
2010	DNA	1401	188				
2010				188	Unrated	Single	Species Tree
2010				92	Unrated	Single	Species Tree
2010	DNA	792	15				
2010				15	Unrated	Single	Species Tree
2010	DNA	3125	20				
2010				20	Unrated	Consensus	Species Tree
2010	Protein	11544	62				
2010				62	Unrated	Single	Species Tree
2010				62	Unrated	Single	Species Tree
2003	DNA	672	21				
2003				21	Unrated	Single	Species Tree
2003				21	Unrated	Single	Species Tree
2003				21	Unrated	Single	Species Tree
2010	DNA	468	43				
2010				43	Unrated	Single	Species Tree
2010	DNA	1338	56				
2010	Protein	3280	39				
2010				56	Unrated	Single	Species Tree
2010				39	Unrated	Consensus	Species Tree
2009	DNA	1380	10				
2009				10	Unrated	Single	Species Tree
2009				10	Unrated	Consensus	Species Tree
2010	DNA	12050	110				
2010	DNA	5422	110				
2010	DNA	11264	110				
2010	DNA	13286	110				
2010				110	Unrated	Single	Species Tree
2010				110	Unrated	Single	Species Tree
2010				110	Unrated	Consensus	Species Tree
2010				110	Unrated	Consensus	Species Tree
2010				110	Unrated	Consensus	Species Tree
2010				110	Unrated	Consensus	Species Tree
2010				110	Unrated	Single	Species Tree
2010				110	Unrated	Consensus	Species Tree
2010				110	Unrated	Single	Species Tree
2010				110	Unrated	Single	Species Tree
2010	DNA	5610	46				
2010	DNA	1242	21				
2010				46	Unrated	Single	Species Tree
2010				21	Unrated	Single	Species Tree
2009	DNA	1915	162				
2009				162	Unrated	Single	Species Tree
2010	DNA	689	46				
2010				46	Unrated	Single	Species Tree
2010	DNA	415	75				
2010	DNA	348	67				
2010				75	Unrated	Single	Species Tree
2010				67	Unrated	Single	Species Tree
2010	DNA	539	33				
2010				33	Unrated	Single	Species Tree
2006	DNA	1027	44				
2006	Standard	77	44				
2006				44	Unrated	Consensus	Species Tree
2006				44	Unrated	Consensus	Species Tree
2010	DNA	921	210				
2010	DNA	4015	223				
2010	DNA	3094	218				
2010	DNA	2917	218				
2010				218	Unrated	Consensus	Species Tree
2010				223	Unrated	Consensus	Species Tree
2010				215	Unrated	Consensus	Species Tree
2010				210	Unrated	Consensus	Species Tree
2010	DNA	8345	39				
2010	DNA	9778	39				
2010	DNA	10356	39				
2010				39	Unrated	Single	Species Tree
2010				39	Unrated	Single	Species Tree
2010				39	Unrated	Single	Species Tree
2010	DNA	4960	29				
2010				29	Unrated	Single	Species Tree
2009	DNA	432	9				
2009	Standard	542	31				
2009				31	Unrated	Single	Species Tree
2009				9	Unrated	Single	Species Tree
2010	DNA	693	21				
2010	DNA	1143	39				
2010				39	Unrated	Single	Species Tree
2010				21	Unrated	Single	Species Tree
2010				21	Unrated	Single	Species Tree
2010				39	Unrated	Single	Species Tree
2010	DNA	6466	350				
2010				350	Unrated	Single	Species Tree
2009	DNA	3588	38				
2009	DNA	2761	31				
2009	DNA	1285	38				
2009	DNA	2259	38				
2009				38	Unrated	Single	Species Tree
2009				38	Unrated	Consensus	Species Tree
2009				38	Unrated	Consensus	Species Tree
2009				38	Unrated	Single	Species Tree
2009				31	Unrated	Single	Species Tree
2009				38	Unrated	Consensus	Species Tree
2009				38	Unrated	Consensus	Species Tree
2009				38	Unrated	Single	Species Tree
2009				38	Unrated	Single	Species Tree
2009				38	Unrated	Consensus	Species Tree
2009				31	Unrated	Single	Species Tree
2010	DNA	680	71				
2010	DNA	499	157				
2010				71	Unrated	Single	Species Tree
2010				157	Unrated	Single	Species Tree
2010	DNA	2333	98				
2010				98	Unrated	Single	Species Tree
2010	Standard	137	31				
2010	DNA	1141	33				
2010				31	Unrated	Single	Species Tree
2010				33	Unrated	Consensus	Species Tree
2003	DNA	907	32				
2003	DNA	648	32				
2003				32	Unrated	Single	Species Tree
2003				32	Unrated	Single	Species Tree
2009	DNA	2211	5				
2009				5	Unrated	Consensus	Species Tree
2010	DNA	2457	151				
2010				151	Unrated	Consensus	Species Tree
2010	DNA	818	131				
2010	DNA	2998	53				
2010	Standard	52	50				
2010	DNA	942	53				
2010	DNA	2056	53				
2010				53	Unrated	Consensus	Species Tree
2010				49	Unrated	Consensus	Species Tree
2010				50	Unrated	Consensus	Species Tree
2010				52	Unrated	Consensus	Species Tree
2010				131	Unrated	Consensus	Species Tree
2010	DNA	1615	74				
2010	DNA	1041	59				
2010				59	Unrated	Consensus	Species Tree
2010				74	Unrated	Consensus	Species Tree
2010	DNA	3170	18				
2010				18	Unrated	Consensus	Species Tree
2010	DNA	795	46				
2010	DNA	3908	46				
2010	DNA	3908	46				
2010	DNA	795	46				
2010	DNA	4703	46				
2010	DNA	4703	46				
2010	DNA	795	46				
2010	DNA	4703	46				
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010				46	Unrated	Consensus	Species Tree
2010	DNA	771	41				
2010	DNA	900	41				
2010				41	Unrated	Consensus	Species Tree
2010				41	Unrated	Consensus	Species Tree
2010	DNA	1540	40				
2010	DNA	1518	20				
2010				40	Unrated	Consensus	Species Tree
2010				20	Unrated	Consensus	Species Tree
2010	DNA	6414	120				
2010				120	Unrated	Consensus	Species Tree
2010	DNA	4703	51				
2010	DNA	3908	44				
2010	DNA	4703	44				
2010	DNA	795	44				
2010	DNA	795	51				
2010	DNA	3908	51				
2010				51	Unrated	Consensus	Species Tree
2010				51	Unrated	Consensus	Species Tree
2010				44	Unrated	Consensus	Species Tree
2010				44	Unrated	Consensus	Species Tree
2010				51	Unrated	Consensus	Species Tree
2010				44	Unrated	Consensus	Species Tree
2010				51	Unrated	Consensus	Species Tree
2010				51	Unrated	Consensus	Species Tree
2003	DNA	1966	14				
2003	DNA	2252	13				
2003				14	Unrated	Single	Species Tree
2003				13	Unrated	Single	Species Tree
2010	DNA	628	36				
2010	DNA	628	22				
2010				22	Unrated	Single	Species Tree
2010				22	Unrated	Single	Species Tree
2010				36	Unrated	Single	Species Tree
2010	DNA	14511	98				
2010	DNA	5288	98				
2010				98	Unrated	Single	Species Tree
2010				98	Unrated	Consensus	Species Tree
2009	DNA	6573	171				
2009				171	Unrated	Single	Species Tree
2009	DNA	6582	121				
2009				121	Unrated	Consensus	Species Tree
2009				121	Unrated	Single	Species Tree
2010	Standard	1131	86				
2010	Standard	1718	128				
2010	DNA	103	34				
2010	DNA	187	39				
2010				128	Unrated	Consensus	Species Tree
2010				39	Unrated	Consensus	Species Tree
2010				34	Unrated	Consensus	Species Tree
2010				86	Unrated	Consensus	Species Tree
2010	Standard	176	111				
2010				111	Unrated	Consensus	Species Tree
2010	DNA	1493	89				
2010	DNA	1333	36				
2010				89	Unrated	Single	Species Tree
2010				36	Unrated	Single	Species Tree
2010	DNA	747	27				
2010	DNA	731	28				
2010	DNA	2396	27				
2010	DNA	1714	28				
2010	DNA	693	28				
2010	DNA	2238	28				
2010				27	Unrated	Consensus	Species Tree
2010				28	Unrated	Consensus	Species Tree
2010				26	Unrated	Consensus	Species Tree
2010				28	Unrated	Consensus	Species Tree
2010				28	Unrated	Consensus	Species Tree
2010				28	Unrated	Consensus	Species Tree
2010	DNA	605	38				
2010	DNA	718	37				
2010	DNA	546	37				
2010	DNA	523	46				
2010	DNA	627	42				
2010	DNA	732	26				
